id,rank,workers,company,url,state_l,state_s,city,growth,revenue,ifmid,ifiid,metro,industry,yrs_on_list
42940,1,218,Loot Crate,loot-crate,California,CA,Los Angeles,66788.5962,116247698,2,4,Los Angeles,Consumer Products & Services,1
42941,2,100,Paint Nite,paint-nite,Massachusetts,MA,Somerville,36555.2472,55018793,6,4,Boston,Consumer Products & Services,1
42944,7,130,Bounce Exchange,bounce-exchange,New York,NY,New York,14574.6474,15733570,9,9,New York City,Software,1
42950,13,250,Suja Juice,suja-juice,California,CA,San Diego,10511.0846,65877327,11,11,San Diego,Food & Beverage,1
42951,14,105,S2 Capital,s2-capital,Texas,TX,Addison,9645.7324,28804779,8,3,Dallas,Real Estate,1
42952,16,171,Persado,persado,New York,NY,New York,9389.7747,17432811,9,9,New York City,Software,1
42954,18,185,Exusia,exusia,New York,NY,New York,8803.2659,14917600,9,8,New York City,IT Services,1
37267,25,200,Midwest Equity Mortgage,midwest-equity-mortgage,Illinois,IL,Oakbrook,7754.3956,971148423,17,2,Chicago,Financial Services,2
44578,26,235,Cylance,cylance,California,CA,Irvine,7613.0469,11100000,2,13,Los Angeles,Security,1
42963,29,140,Legend Solar,legend-solar,Utah,UT,Washington,7101.8827,13005808,308,16,"St. George, UT",Energy,1
42965,31,105,Nine Line Apparel,nine-line-apparel,Georgia,GA,Savannah,6961.9116,9392978,86,18,"Savannah, GA",Retail,1
36634,42,302,Castle Medical,castle-medical,Georgia,GA,Smyrna,5882.1595,49053588,29,10,Atlanta,Health,2
42975,43,101,Zurixx,zurixx,Utah,UT,Cottonwood Heights,5626.0982,130066373,12,19,Salt Lake City,Education,1
42980,49,138,Interactive Government Holdings,interactive-government-holdings,Virginia,VA,Springfield,5057.8884,7190767,3,7,"Washington, DC",Government Services,1
42981,50,100,Impact CNC,impact-cnc,Indiana,IN,Columbia City,4929.7579,19504848,162,15,"Fort Wayne, IN",Manufacturing,1
42983,53,419,Elevate Services,elevate-services,California,CA,Los Angeles,4895.1914,21566739,2,17,Los Angeles,Business Products & Services,1
42992,65,180,Dollar Shave Club,dollar-shave-club,California,CA,Marina del Rey,4191.3212,152436398,2,4,Los Angeles,Consumer Products & Services,1
22176,66,111,Stratus Video,stratus-video,Florida,FL,Clearwater,4190.13,11599482,7,14,Tampa,Telecommunications,4
42994,68,100,AppLovin,applovin,California,CA,Palo Alto,4132.4686,234189513,20,5,San Jose,Advertising & Marketing,1
42999,74,149,Greenspire,greenspire,California,CA,Los Angeles,3884.9434,6963330,2,16,Los Angeles,Energy,1
43008,83,185,Youth Digital,youth-digital,North Carolina,NC,Chapel Hill,3621.7415,5269316,56,19,"Durham-Chapel Hill, NC",Education,1
43011,86,1368,Nutanix,nutanix,California,CA,San Jose,3565.8366,241432000,20,9,San Jose,Software,1
25603,88,220,Futurewave Systems,futurewave-systems,Georgia,GA,Atlanta,3498.6614,14786000,29,21,Atlanta,Human Resources,3
36731,95,200,OutboundEngine,outboundengine,Texas,TX,Austin,3377.4739,9738318,18,9,Austin,Software,2
43024,102,100,HomeWorks Energy,homeworks-energy,Massachusetts,MA,Woburn,3168.4664,10160224,6,16,Boston,Energy,1
43026,104,100,ipsy,ipsy,California,CA,San Mateo,3136.0743,169293026,4,4,San Francisco,Consumer Products & Services,1
43037,120,107,Approyo,approyo,Wisconsin,WI,Muskego,2795.4235,3131082,27,8,"Milwaukee-Waukesha-West Allis, WI",IT Services,1
43039,122,101,Aleph Objects,aleph-objects,Colorado,CO,Loveland,2782.2824,15094686,1009,25,"Fort Collins, CO",Computer Hardware,1
26235,133,500,Hermitage Inn Real Estate Holding Company,hermitage-inn-real-estate-holding-company,Vermont,VT,Wilmington,2623.2605,41778901,998,22,,Travel & Hospitality,3
43060,144,303,CrowdStrike,crowdstrike,California,CA,Irvine,2428.7338,27327976,2,13,Los Angeles,Security,1
36740,146,220,Lancera,lancera,Utah,UT,Orem,2423.8572,5328872,48,9,"Provo-Orem, UT",Software,2
43062,147,136,Touch of Modern,touch-of-modern,California,CA,San Francisco,2423.6898,81253170,4,4,San Francisco,Consumer Products & Services,1
36796,148,154,Leadpages,leadpages,Minnesota,MN,Minneapolis,2391.9933,16200000,13,8,Minneapolis,IT Services,2
25323,154,225,CPSG Partners,cpsg-partners,Texas,TX,Dallas,2346.184,43409370,8,8,Dallas,IT Services,3
26135,163,263,Bai Brands,bai-brands,New Jersey,NJ,Hamilton,2210.3124,119909073,1012,11,"Trenton, NJ",Food & Beverage,3
43073,165,150,PCB Apps,pcb-apps,New Jersey,NJ,Somerset,2187.0035,14710052,9,8,New York City,IT Services,1
36902,166,331,Blueprint Consulting Services,blueprint-consulting-services,Washington,WA,Bellevue,2162.1959,22306835,23,17,Seattle,Business Products & Services,2
43077,170,148,Florida Premier Realty of the Palm Beaches,florida-premier-realty-of-the-palm-beaches,Florida,FL,Lake Worth,2100.9223,2639280,1,3,Miami,Real Estate,1
43079,173,140,Developing Awareness,developing-awareness,Hawaii,HI,Hilo,2092.926,4539927,953,5,"Hilo, HI",Advertising & Marketing,1
36744,177,184,Alliance Family of Companies,alliance-family-of-companies,Texas,TX,Irving,2072.7277,28076857,8,10,Dallas,Health,2
43083,179,122,LILEE Systems,lilee-systems,California,CA,San Jose,2071.1576,15473558,20,14,San Jose,Telecommunications,1
43084,180,1000,A.M. Staffing Group,am-staffing-group,Illinois,IL,Elgin,2055.1395,2554530,17,21,Chicago,Human Resources,1
36659,183,274,Kabbage,kabbage,Georgia,GA,Atlanta,2026.5721,97461712,29,2,Atlanta,Financial Services,2
36827,190,478,My Home Group Real Estate,my-home-group-real-estate,Arizona,AZ,Tempe,1953.0983,10573456,46,3,Phoenix,Real Estate,2
43095,195,153,Global Lending Services,global-lending-services,Georgia,GA,Atlanta,1926.9363,70659000,29,2,Atlanta,Financial Services,1
43096,196,190,HealthSparq,healthsparq,Oregon,OR,Portland,1914.3141,20264000,10,10,"Portland, OR",Health,1
36636,199,110,Drawbridge,drawbridge,California,CA,San Mateo,1902.9896,66081971,4,5,San Francisco,Advertising & Marketing,2
43099,201,350,Trantor,trantor,California,CA,Menlo Park,1899.5303,10004850,4,9,San Francisco,Software,1
43102,204,125,Pipedrive OU,pipedrive,New York,NY,New York,1894.0035,9044800,9,9,New York City,Software,1
43115,217,183,Opteamix,opteamix,Colorado,CO,Centennial,1809.0094,7245168,30,8,Denver,IT Services,1
43116,218,261,DA Defense Logistics HQ,da-defense-logistics-hq,Texas,TX,El Paso,1808.6217,19170311,116,6,"El Paso, TX",Logistics & Transportation,1
43118,220,185,nCino,ncino,North Carolina,NC,Wilmington,1804.6196,13124353,192,9,"Wilmington, NC",Software,1
36682,221,136,WePay,wepay,California,CA,Redwood City,1794.8541,57812000,4,9,San Francisco,Software,2
26589,222,245,Pro-Sphere Tek,pro-sphere-tek,Virginia,VA,Alexandria,1794.6637,45749934,3,8,"Washington, DC",IT Services,3
17663,226,169,National Medtrans Network,national-medtrans-network,New York,NY,Ronkonkoma,1764.5765,73744000,9,10,New York City,Health,4
43132,241,100,MasteryPrep,masteryprep,Louisiana,LA,Baton Rouge,1612.4824,4364330,139,19,"Baton Rouge, LA",Education,1
43134,243,100,Stratton & Bratt,stratton-bratt,Utah,UT,Pleasant Grove,1609.2304,7718987,48,20,"Provo-Orem, UT",Construction,1
36967,245,120,Stability Healthcare,stability-healthcare,California,CA,Los Angeles,1598.1928,8837497,2,10,Los Angeles,Health,2
43136,248,201,KPG Healthcare,kpg-healthcare,California,CA,El Segundo,1590.2109,7008916,2,10,Los Angeles,Health,1
26343,275,7756,Bowlmor AMF,bowlmor-amf,New York,NY,New York,1422.0219,565731000,9,11,New York City,Food & Beverage,3
25168,282,100,Smart Energy Today,smart-energy-today,Washington,WA,Olympia,1385.8063,13475669,1020,16,"Olympia-Tumwater, WA",Energy,3
43164,284,140,"iLendingDIRECT, powered by Fleet Financial",ilendingdirect-powered-by-fleet-financial,Colorado,CO,Englewood,1382.3014,245395000,30,2,Denver,Financial Services,1
23038,288,4900,TaskUs,taskus,California,CA,Santa Monica,1354.8586,53653278,2,17,Los Angeles,Business Products & Services,4
43174,299,186,PagerDuty,pagerduty,California,CA,San Francisco,1303.2719,28126747,4,9,San Francisco,Software,1
36808,304,346,Welltok,welltok,Colorado,CO,Denver,1284.8633,26204674,30,10,Denver,Health,2
36750,305,143,Transitions Commute Solutions,transitions-commute-solutions,Florida,FL,Winter Garden,1281.314,3847139,68,6,"Orlando, FL",Logistics & Transportation,2
43180,308,139,GuidePoint Security,guidepoint-security,Virginia,VA,Herndon,1275.9001,111126706,3,13,"Washington, DC",Security,1
36708,316,117,Saatva,saatva,Connecticut,CT,Wesrtport,1220.8804,70444494,9,18,New York City,Retail,2
36633,317,376,Optima Tax Relief,optima-tax-relief,California,CA,Santa Ana,1214.2274,53926654,2,2,Los Angeles,Financial Services,2
43190,323,205,Proove Biosciences,proove-biosciences,California,CA,Irvine,1194.7873,17826567,2,10,Los Angeles,Health,1
37312,324,125,SSi,ssi,Virginia,VA,Virginia Beach,1194.0314,12028604,15,21,"Virginia Beach-Norfolk-Newport News, VA-NC",Human Resources,2
36952,327,178,ClearSource,clearsource,Utah,UT,Sandy,1180.8754,5710232,12,17,Salt Lake City,Business Products & Services,2
43194,330,300,Signpost,signpost,New York,NY,New York,1172.7468,8879980,9,5,New York City,Advertising & Marketing,1
43196,333,170,Karna,karna,Georgia,GA,Atlanta,1146.5906,14950872,29,7,Atlanta,Government Services,1
36881,334,698,NEKTER JUICE BAR,nekter-juice-bar,California,CA,Santa Ana,1146.3131,36705092,2,11,Los Angeles,Food & Beverage,2
36920,336,169,Kargo,kargo,New York,NY,New York,1140.7235,94183530,9,5,New York City,Advertising & Marketing,2
37137,348,508,Davis Defense Group,davis-defense-group,Virginia,VA,Stafford,1101.7441,30943216,3,7,"Washington, DC",Government Services,2
43208,353,110,Legacybox,legacybox,Tennessee,TN,Chattanooga,1075.5366,9694415,110,4,"Chattanooga, TN-GA",Consumer Products & Services,1
36718,358,275,Pharmapacks,pharmapacks,New York,NY,College Point,1070.7721,66646000,9,18,New York City,Retail,2
36667,363,174,J.W. Logistics,jw-logistics,Texas,TX,Frisco,1054.7327,107857659,8,6,Dallas,Logistics & Transportation,2
36700,366,366,Cardlytics,cardlytics,Georgia,GA,Atlanta,1049.2938,77634380,29,5,Atlanta,Advertising & Marketing,2
36705,367,100,Asanda AVEDA Spa Lounge,asanda-aveda-spa-lounge,New York,NY,New York,1047.678,5320027,9,4,New York City,Consumer Products & Services,2
25496,368,139,Swift Capital,swift-capital,Delaware,DE,Wilmington,1047.0934,51352000,49,2,Philadelphia,Financial Services,3
25564,373,2140,MOD Pizza,mod-pizza,Washington,WA,Bellevue,1028.7516,65158698,23,11,Seattle,Food & Beverage,3
17397,376,230,The Retail Outsource,the-retail-outsource,Florida,FL,Coral Gables,1023.3526,13126005,1,18,Miami,Retail,2
36672,379,130,Signal,signal,Illinois,IL,Chicago,1008.3272,29051405,17,9,Chicago,Software,2
23446,384,404,Health Catalyst,health-catalyst,Utah,UT,Salt Lake City,998.3149,40976030,12,10,Salt Lake City,Health,4
38072,386,675,ArroHealth,arrohealth,New York,NY,Hauppauge,990.0337,42108000,9,10,New York City,Health,2
23017,391,107,TNH ADVANCED SPECIALTY PHARMACY,tnh-advanced-specialty-pharmacy,California,CA,VAN NUYS,976.0286,404193386,2,10,Los Angeles,Health,4
36880,403,420,Turbonomic,Turbonomic,Massachusetts,MA,Boston,953.5732,44614000,6,9,Boston,Software,2
43236,404,106,Sauce Labs,sauce-labs,California,CA,San Francisco,952.4222,14269319,4,9,San Francisco,Software,1
43239,408,180,Avertra,avertra,Virginia,VA,Herndon,944.2116,8756675,3,8,"Washington, DC",IT Services,1
36687,409,155,Fresh Meal Plan,fresh-meal-plan,Florida,FL,Boca Raton,943.1497,15467605,1,11,Miami,Food & Beverage,2
36975,418,580,Harmony Healthcare,harmony-healthcare,Florida,FL,Tampa,922.2503,40182954,7,10,Tampa,Health,2
43245,419,250,Strategic Financial Solutions,strategic-financial-solutions,New York,NY,New York,918.9152,37663233,9,2,New York City,Financial Services,1
19789,426,475,AASKI Technology,aaski-technology,New Jersey,NJ,Ocean,893.6122,289278670,9,24,New York City,Engineering,6
43254,433,100,Prolific Interactive,prolific-interactive,New York,NY,Brooklyn,881.9148,10188446,9,5,New York City,Advertising & Marketing,1
43255,436,566,Neighbors Health ,neighbors-health,Texas,TX,Pearland,877.4721,250701143,22,10,Houston,Health,1
36999,452,227,E2 Optics,e2-optics,Colorado,CO,Englewood,847.0511,50421000,30,14,Denver,Telecommunications,2
43271,459,111,Omnibuild,omnibuild,New York,NY,New York,832.1047,171653295,9,20,New York City,Construction,1
37056,461,135,Nolan Transportation Group,nolan-transportation-group,Georgia,GA,Roswell,824.0357,196309866,29,6,Atlanta,Logistics & Transportation,2
37285,462,367,The Hilb Group,the-hilb-group,Virginia,VA,Richmond,820.0546,36858373,40,1,"Richmond, VA",Insurance,2
23334,475,531,Pluralsight,pluralsight,Utah,UT,Farmington,800.0133,108421905,204,19,"Ogden-Clearfield, UT",Education,4
23061,476,124,VETS etc.,vets-etc,California,CA,Seaside,798.681,34113573,344,8,"Salinas, CA",IT Services,4
24805,478,116,Pivot International,pivot-international,Kansas,KS,Lenexa,798.1131,43086319,21,24,"Kansas City, MO-KS",Engineering,2
43282,479,565,Cynet Systems,cynet-systems,Virginia,VA,Ashburn,796.8037,31424000,3,8,"Washington, DC",IT Services,1
25935,480,281,Wholesale Screening Solutions,wholesale-screening-solutions,Virginia,VA,Purcellville,794.9785,32428327,3,17,"Washington, DC",Business Products & Services,3
26431,481,900,Jeunesse Global,jeunesse-global,Florida,FL,Lake Mary,791.0651,1019683612,68,4,"Orlando, FL",Consumer Products & Services,3
10239,486,140,Metronome,metronome,Virginia,VA,Fairfax,779.1702,9818722,3,7,"Washington, DC",Government Services,3
43287,489,250,Sunny Days In-Home Care,sunny-days-in-home-care,Pennsylvania,PA,McMurray,776.478,5196331,52,10,"Pittsburgh, PA",Health,1
22941,490,220,LiveIntent,liveintent,New York,NY,New York,776.1572,60738467,9,5,New York City,Advertising & Marketing,2
43288,491,550,Optimum Healthcare IT,optimum-healthcare-it,Florida,FL,Jacksonville Beach,774.305,99321312,64,10,"Jacksonville, FL",Health,1
1553,500,934,Vixxo,vixxo,Arizona,AZ,Scottsdale,757.6213,693622000,46,17,Phoenix,Business Products & Services,8
43290,501,750,Akorbi,akorbi,Texas,TX,Plano,757.5059,23368365,8,17,Dallas,Business Products & Services,1
23758,504,256,ContextMedia,contextmedia,Illinois,IL,Chicago,751.4565,62068068,17,10,Chicago,Health,3
25524,505,118,Showroom Logic,showroom-logic,Florida,FL,Miami,749.6988,33832892,1,5,Miami,Advertising & Marketing,3
36707,508,104,Contently,contently,New York,NY,New York,748.9569,14848179,9,5,New York City,Advertising & Marketing,2
17360,510,312,Yeti Coolers,yeti-coolers,Texas,TX,Austin,748.157,468946000,18,4,Austin,Consumer Products & Services,4
22933,518,250,TUNE,tune,Washington,WA,Seattle,740.6433,60407280,23,5,Seattle,Advertising & Marketing,4
26263,520,567,Twilio,twilio,California,CA,San Francisco,735.9325,166919000,4,14,San Francisco,Telecommunications,2
25518,522,300,Tahzoo,tahzoo,District of Columbia,DC,Washington,733.1757,39359961,3,17,"Washington, DC",Business Products & Services,3
23435,526,270,Redhorse,redhorse,California,CA,San Diego,730.8679,39401208,11,24,San Diego,Engineering,4
37093,527,170,White Shark Media,white-shark-media,Florida,FL,MIAMI,730.2325,7381705,1,5,Miami,Advertising & Marketing,2
43302,533,167,BarnAllen Technologies,barnallen-technologies,Maryland,MD,Rockville,723.0482,11729211,3,8,"Washington, DC",IT Services,1
25492,535,1118,Sovereign Health Group,sovereign-health-group,California,CA,San Clemente,721.4955,74683601,2,10,Los Angeles,Health,3
43303,536,110,SolTerra,solterra,Washington,WA,Seattle,721.4705,30509391,23,3,Seattle,Real Estate,1
36927,537,242,DoubleDutch,doubledutch,California,CA,San Francisco,720.9401,12759569,4,9,San Francisco,Software,2
43305,539,120,Blue Moon Estate Sales USA,blue-moon-estate-sales-usa,North Carolina,NC,Fuquay-varina,715.9573,2506572,1029,3,"Raleigh, NC",Real Estate,1
36862,543,105,USA Staffing Services,usa-staffing-services,Florida,FL,Tampa,715.1352,5830988,7,17,Tampa,Business Products & Services,2
21340,556,150,Surge,surge,Washington,WA,Bellevue,700.514,22218050,23,8,Seattle,IT Services,5
43314,560,271,Veterinary Practice Partners,veterinary-practice-partners,Pennsylvania,PA,King of Prussia,699.9167,23985534,49,10,Philadelphia,Health,1
36658,566,116,AdTheorent,adtheorent,New York,NY,New York,695.4821,42096791,9,5,New York City,Advertising & Marketing,2
26395,574,305,Integral Ad Science,integral-ad-science,New York,NY,New York,677.7303,93273969,9,5,New York City,Advertising & Marketing,3
26113,575,166,Case Snow Management,case-snow-management,Massachusetts,MA,Attleboro Falls,677.7191,28840000,1015,17,"Providence-Warwick, RI-MA",Business Products & Services,3
43323,580,1500,Incedo,incedo,California,CA,Santa Clara,671.3633,27580088,20,8,San Jose,IT Services,1
36703,582,152,CloudLock,cloudlock,Massachusetts,MA,Waltham,665.0635,13200000,6,13,Boston,Security,2
43325,585,350,Sterling Staffing Solutions,sterling-staffing-solutions,Texas,TX,Sugarland,662.731,2978007,22,10,Houston,Health,1
43326,587,132,Walsingham Group,walsingham-group,North Carolina,NC,Fayetteville,661.4605,5818152,138,7,"Fayetteville, NC",Government Services,1
37302,592,141,Market Traders Institute,market-traders-institute,Florida,FL,Orlando,659.1743,30121616,68,19,"Orlando, FL",Education,2
21023,597,120,CardCash.com,cardcashcom,New Jersey,NJ,Brick,655.4124,121512977,9,4,New York City,Consumer Products & Services,5
22068,607,225,Baker Electric Solar,baker-electric-solar,California,CA,Escondido,644.8197,45866000,11,16,San Diego,Energy,3
19684,608,329,E3 Federal Solutions,e3-federal-solutions,Virginia,VA,McLean,643.8505,52680610,3,7,"Washington, DC",Government Services,5
36868,617,170,Itility,itility,Virginia,VA,Herndon,633.1916,26175415,3,7,"Washington, DC",Government Services,2
24979,626,150,Noribachi,noribachi,California,CA,Harbor City,617.3895,37464122,2,15,Los Angeles,Manufacturing,3
43346,629,230,Saxbys Coffee,saxbys-coffee,Pennsylvania,PA,Philadelphia,615.2151,5657323,49,11,Philadelphia,Food & Beverage,1
24748,630,156,etailz,etailz,Washington,WA,Spokane,614.4423,93291877,1026,18,"Spokane-Spokane Valley, WA",Retail,4
23102,632,185,Caduceus Healthcare,caduceus-healthcare,Georgia,GA,Atlanta,612.0581,42844654,29,7,Atlanta,Government Services,4
43350,640,109,Launch Digital Marketing,launch-digital-marketing,Illinois,IL,Naperville,607.3533,16297605,17,5,Chicago,Advertising & Marketing,1
43352,643,150,A1 Diabetes & Medical Supply,a1-diabetes-medical-supply,Tennessee,TN,Memphis,604.0323,9451620,105,10,"Memphis, TN-MS-AR",Health,1
37443,647,326,Malwarebytes,malwarebytes,California,CA,Santa Clara,602.5899,69297464,20,13,San Jose,Security,2
26473,653,464,A. Marshall Family Foods,a-marshall-family-foods,Tennessee,TN,Franklin,597.7952,18865990,82,11,Nashville,Food & Beverage,3
43356,656,151,Tapad,tapad,New York,NY,New York,594.5446,57353704,9,5,New York City,Advertising & Marketing,1
25526,658,295,IIT,iit,New York,NY,Melville,594.3187,29044200,9,8,New York City,IT Services,3
36698,666,125,ConsultADD,consultadd,New York,NY,New York,589.2754,10538000,9,8,New York City,IT Services,2
43366,671,3500,NEO Tech,neo-tech,California,CA,Chatsworth,582.9763,603471000,2,15,Los Angeles,Manufacturing,1
36668,673,137,Entrust Energy,entrust-energy,Texas,TX,Houston,582.7549,179850247,22,16,Houston,Energy,2
17841,677,538,WorldVentures,worldventures,Texas,TX,Plano,580.8297,567493603,8,22,Dallas,Travel & Hospitality,4
43371,679,2290,TechStyle Fashion Group,techstyle-fashion-group,California,CA,El Segundo,578.7398,505199611,2,18,Los Angeles,Retail,1
1170,680,127,Rescue | The Behavior Change Agency,rescue-|-the-behavior-change-agency,California,CA,San Diego,577.4287,29201941,11,5,San Diego,Advertising & Marketing,8
23019,681,148,WordStream,wordstream,Massachusetts,MA,Boston,577.2296,22764044,6,5,Boston,Advertising & Marketing,4
24677,687,2597,Loyal Source Government Services,loyal-source-government-services,Florida,FL,Orlando,572.553,146960924,68,7,"Orlando, FL",Government Services,3
43379,695,110,Stability Technology,stability-technology,California,CA,Los Angeles,566.8007,9428789,2,8,Los Angeles,IT Services,1
25749,696,154,PureCars Automotive,purecars-automotive,South Carolina,SC,Charleston,566.4057,26483144,536,5,"Charleston-North Charleston, SC",Advertising & Marketing,3
21776,697,360,Procore Technologies,procore-technologies,California,CA,Carpinteria,566.2985,23527000,67,9,"Oxnard-Thousand Oaks-Ventura, CA",Software,4
26258,698,157,Trident Technologies,trident-technologies,Alabama,AL,Huntsville,564.9384,33397468,69,7,"Huntsville, AL",Government Services,3
36989,700,202,PhishMe,phishme,Virginia,VA,Leesburg,564.1108,18582724,3,13,"Washington, DC",Security,2
43382,704,126,Obsidian Solutions Group,obsidian-solutions-group,Virginia,VA,Fredericksburg,560.3608,11050068,3,7,"Washington, DC",Government Services,1
25522,705,138,Credibly,credibly,New York,NY,New York,558.242,26265198,9,2,New York City,Financial Services,3
26170,709,109,Logical Position,logical-position,Oregon,OR,Lake Oswego,554.7856,10306397,10,5,"Portland, OR",Advertising & Marketing,3
2075,719,250,Inserso,inserso,Virginia,VA,Vienna,545.7236,26254231,3,7,"Washington, DC",Government Services,7
36856,723,467,Nationwide Real Estate Executives,nationwide-real-estate-executives,California,CA,Buena Park,544.0684,9386614,2,3,Los Angeles,Real Estate,2
36847,728,160,Principal Service Solutions,principal-service-solutions,California,CA,Modesto,542.4512,19028622,215,21,"Modesto, CA",Human Resources,2
25236,730,237,The Cambridge Institute,the-cambridge-institute,Massachusetts,MA,Waltham,541.6163,49388321,6,19,Boston,Education,3
43396,733,140,mortgage financial services,mortgage-financial-services,Texas,TX,Southlake,539.8288,7128710,8,2,Dallas,Financial Services,1
23215,734,187,RevLocal,revlocal,Ohio,OH,Granville,539.1698,16038452,19,5,"Columbus, OH",Advertising & Marketing,4
43397,740,215,Crossover Health,crossover-health,California,CA,Aliso Viejo,536.6678,21217618,2,10,Los Angeles,Health,1
43402,747,110,King George,king-george,Texas,TX,Fort Worth,533.7999,4089163,8,7,Dallas,Government Services,1
43404,750,136,Genius Phone Repair,genius-phone-repair,Michigan,MI,Grand Rapids,532.9065,7088749,219,18,"Grand Rapids-Wyoming, MI",Retail,1
36801,752,123,ClickDimensions,clickdimensions,Georgia,GA,Atlanta,531.4688,15957022,29,9,Atlanta,Software,2
43405,753,107,Hatchbeauty Products,hatchbeauty-products,California,CA,Los Angeles,529.8722,59107380,2,4,Los Angeles,Consumer Products & Services,1
25592,756,215,Acsential,acsential,Georgia,GA,Atlanta,527.2567,6936318,29,7,Atlanta,Government Services,3
25292,761,219,Dealer Spike,dealer-spike,Oregon,OR,Lake Oswego,525.2234,12287272,10,5,"Portland, OR",Advertising & Marketing,3
42870,763,1282,Square,square,California,CA,San Francisco,522.8185,1267118000,4,2,San Francisco,Financial Services,1
22919,765,183,Phunware,phunware,Texas,TX,Austin,521.108,35881541,18,9,Austin,Software,4
2857,772,293,Magnetic,magnetic,New York,NY,New York,516.858,79923911,9,5,New York City,Advertising & Marketing,4
43415,777,400,Crunch Fitness West Florida and Atlanta,crunch-fitness-west-florida-and-atlanta,Florida,FL,Brandon,513.8969,10957139,7,10,Tampa,Health,1
36943,804,142,Activate Healthcare,activate-healthcare,Indiana,IN,Indianapolis,495.1057,18360444,81,10,"Indianapolis, IN",Health,2
36840,806,278,Professional Realty Services / HomeSmart Advisors,professional-realty-services-homesmart-advisors,Washington,WA,Spokane,493.3738,5347538,1026,3,"Spokane-Spokane Valley, WA",Real Estate,2
43435,813,139,Seneca Resources,seneca-resources,Virginia,VA,Reston,489.51,7784927,3,8,"Washington, DC",IT Services,1
25745,821,500,Yochana IT Solutions,yochana-it-solutions,Michigan,MI,Livonia,484.6071,22036163,50,21,Detroit,Human Resources,3
43442,827,181,Providia Home Care,providia-home-care,Florida,FL,Fort Myers,480.4333,13217627,246,10,"Cape Coral-Fort Myers, FL",Health,1
18809,829,253,Firespring,firespring,Nebraska,NE,Lincoln,478.6481,31343832,92,17,"Lincoln, NE",Business Products & Services,6
2437,832,4693,Account Control Technology,account-control-technology,California,CA,Woodland Hills,477.2659,258972667,2,2,Los Angeles,Financial Services,10
25287,833,127,PEG Bandwidth,peg-bandwidth,Texas,TX,The Colony,476.6225,76143000,8,14,Dallas,Telecommunications,3
43447,834,300,Fluent Home,fluent-home,Utah,UT,Draper,476.4984,3493736,12,13,Salt Lake City,Security,1
36776,835,110,Zero Energy Contracting,zero-energy-contracting,California,CA,Santa Fe Springs,476.3773,18244653,2,16,Los Angeles,Energy,2
23175,838,120,LinTech Global,lintech-global,Michigan,MI,Farmington Hills,474.4244,16169076,50,7,Detroit,Government Services,4
19281,839,420,Yext,yext,New York,NY,New York,474.1551,89179935,9,9,New York City,Software,3
36964,847,3000,Daseke,daseke,Texas,TX,Addison,467.9752,678844848,8,6,Dallas,Logistics & Transportation,2
37309,849,125,Desai Hotel Group,desai-hotel-group,Mississippi,MS,Jackson,467.361,7876423,96,3,"Jackson, MS",Real Estate,2
19275,850,205,CarGurus,cargurus,Massachusetts,MA,Cambridge,466.8543,98712000,6,4,Boston,Consumer Products & Services,6
43456,852,110,Appraisal Nation,appraisal-nation,North Carolina,NC,Cary,464.3303,13709332,1029,3,"Raleigh, NC",Real Estate,1
24687,858,445,Modernizing Medicine,modernizing-medicine,Florida,FL,Boca Raton,462.135,52373016,1,10,Miami,Health,2
26230,867,100,Winesburg Builders,winesburg-builders,Ohio,OH,Millersburg,457.7268,51355449,651,20,"Coshocton, OH",Construction,3
37238,868,205,Bioplus Specialty Pharmacy Services,bioplus-specialty-pharmacy-services,Florida,FL,ALTAMONTE SPRINGS,456.3699,827372691,68,10,"Orlando, FL",Health,2
37366,871,228,Strategic Operational Solutions,strategic-operational-solutions,Virginia,VA,Vienna,454.6455,47265960,3,7,"Washington, DC",Government Services,2
21325,876,3400,Appleton,appleton,Alabama,AL,Huntsville,453.1698,22869709,69,19,"Huntsville, AL",Education,5
24946,877,1022,Connexion Point,connexion-point,Utah,UT,Salt Lake City,452.6565,40058651,12,10,Salt Lake City,Health,3
37632,880,110,Abacus Data Systems,abacus-data-systems,California,CA,SAN DIEGO,451.6812,30345540,11,8,San Diego,IT Services,2
23378,882,109,Neighborhood Loans,neighborhood-loans,Illinois,IL,Lombard,451.5169,13493540,17,2,Chicago,Financial Services,4
36641,886,460,Nerium International,nerium-international,Texas,TX,Addison,450.2781,515780873,8,4,Dallas,Consumer Products & Services,2
26544,907,840,Material Handling Services,material-handling-services,Ohio,OH,Perrysburg,440.6015,301396130,300,17,"Toledo, OH",Business Products & Services,3
26298,908,198,Rifle Paper Co.,rifle-paper-co,Florida,FL,Winter Park,440.5241,18149152,68,4,"Orlando, FL",Consumer Products & Services,3
24341,909,360,VUE Software,vue-software,Florida,FL,Coconut Creek,440.4566,10912900,1,9,Miami,Software,7
4121,916,290,Ventech Solutions,ventech-solutions,Ohio,OH,Columbus,435.719,36641320,19,8,"Columbus, OH",IT Services,7
36976,917,101,Gold Coast IT Solutions,gold-coast-it-solutions,Virginia,VA,Fairfax,435.7001,5556737,3,8,"Washington, DC",IT Services,2
21067,922,220,Choice Home Warranty,choice-home-warranty,New Jersey,NJ,Edison,433.1571,86560553,9,1,New York City,Insurance,5
